uniqueIdentifier,investorAlertCategoryMandatory,nameMandatory,addresses,websites,emails,phones,otherInformationGeneral,otherInformationAliases,otherInformationSocialAccount,dateAdded,dateUpdated,otherInformationAccounts,realCompany
78,Unlicensed (Legacy),Asset Capital Management,['Dreikonigstrasse 64  Zurich  Switzerland  8002'],['http://www.assetcapitalmgmt.com/index.html'],"['contact@assetcapitalmgmt.com', 'james.richardson@assetcapitalmgmt.com']",['+ 41 44 508 3322'],,,,,2019-08-23,"[{'otherInformationAccountNames': 'Firstworld Consultants Limited', 'otherInformationAccountNumbers': '787-468149-883', 'otherInformationAccountBanks': 'Hang Seng Bank'}, {'otherInformationAccountNames': 'Barrington Consultants Ltd', 'otherInformationAccountNumbers': '0125-939214-1176', 'otherInformationAccountBanks': 'Bank of China Hong Kong Ltd'}, {'otherInformationAccountNames': 'Beneficiary name: China Offshore Trading Limited', 'otherInformationAccountNumbers': 'Account No.: 652-255-779-838', 'otherInformationAccountBanks': 'HSBC'}, {'otherInformationAccountNames': 'Beneficiary name: Hancock Worldwide Ltd', 'otherInformationAccountNumbers': '960530002935', 'otherInformationAccountBanks': 'ICBC (Asia) Ltd'}, {'otherInformationAccountNames': 'Beneficiary name: Nomura Global International', 'otherInformationAccountNumbers': '0126-999209-2093', 'otherInformationAccountBanks': 'Bank Of China Hong Kong Ltd'}, {'otherInformationAccountNames': 'Beneficiary name: Godfrey Grey International Ltd', 'otherInformationAccountNumbers': '0128-8992-2459-09', 'otherInformationAccountBanks': 'Bank Of China Hong Kong Ltd'}]",[]
79,Unlicensed (Legacy),Asset Castle Investments Ltd,"['6th Floor Suite 5609 Cheung Kong Centre 2 Queens Road Central Hong Kong', 'Suite 10093 110 Wall Street 5th Tower New York NY 10005 USA']",['www.assetcastleinvestments.com'],['info@assetcastleinvestments.com'],"['+852 3678 9938', '+1 646 465 8498']",,,,,2019-08-23,"[{'otherInformationAccountNames': 'Asset Castle Investments', 'otherInformationAccountNumbers': '005 327 0971', 'otherInformationAccountBanks': 'MUFG Union Bank National Association'}, {'otherInformationAccountNames': 'Asset Castle Investments', 'otherInformationAccountNumbers': '1028049045', 'otherInformationAccountBanks': 'Wells Fargo NA'}]",[]
80,Unlicensed (Legacy),Asset Mergers & Acquisitions,['67 West 45th Street  New York.'],['http://assetmergers.com'],"['info@assetmergers.com ', 'admin@assetmergers.com']",['001 646-3285-029'],,,,,2019-08-23,[],[]
81,Unlicensed (Legacy),Associated Financial Services,"['118 Broadway Fargo ND 58102 ', '40 Exchange Place New York NY 10005']",,['info@assfinservices.com'],"['1212 202 114 ', 'Toll free 18882352508', 'Fax 1 2125048186']",,,,,2019-08-23,[],[]
82,Unlicensed (Legacy),Association For Certified Financial Crime Examiners,['Walnut Street  Philadelphia USA'],['http://acfcx.org/'],['info@acfcx.org'],['+1-215-3023646'],,,,,2019-08-23,[],[]
83,Unlicensed (Legacy),Astra Group Pty Ltd t/a Investra Direct,['Exchange Tower 1 530 Little Collins Street Melbourne VIC 3000'],"['www.investradirect.com', 'investradirect.co']","['admin@astragroupltd.com', 'admin@investradirect.com', 'admin@investgradirect.co', 'sales@investradirect.com', 'sales@investradirect.co', 'support@investradirect.com', 'support@investradirect.co']",['1300 644 709'],,['Investra Direct and Investra Digital'],,,2019-08-23,[],[]
84,Unlicensed (Legacy),Atlantic International Partners,['#01-03 Ocean Building 10 Collyer Quay Singapore 49315'],['www.atlanticinternationalpartners.com'],,"['65 6419 2915', 'Fax: 65 6491 5139']",,,,,2019-08-23,[],[]
85,Unlicensed (Legacy),Atlas Asia Investment Partners,['Room 2201-6 Global Gateway Tower 63 Wing Hong Street Cheung Sha Wan Kowloon Hong Kong'],['www.atlasasiainvestmentpartners.com'],['accounts@atlasasiainvestmentpartners.com'],,,,,,2019-08-23,"[{'otherInformationAccountNames': 'Beneficiary Name: Green Code Ltd', 'otherInformationAccountNumbers': '652 2511 82 838', 'otherInformationAccountBanks': 'HSBC Hong Kong'}]",[]
86,Unlicensed (Legacy),Atlas Capital Corp,['124 Dure Road Quogue New York USA 11959'],,['info@atlascapitalcorp.com'],"['1 866 978 1014', 'Fax: 1 866 978 5269']",,,,,2019-08-23,[],[]
87,Unlicensed (Legacy),Aura Mergers and Acquisitions,['21/F Yokohama Mitsui Building 1-1-2 Takashima Nishi Ward  Yokohama Kanagawa Prefecture 220-0011 Japan'],['www.auraacquisitions.com'],['contact@auraacquisitions.com'],"['+81 4 5670-9063', 'Fax: +81 4 5345-3188']",,,,,2019-08-23,[],[]
88,Unlicensed (Legacy),Aurum International Management,['Kawase Building  3-17-5 Shinjuku Tokyo 160-0022 Japan'],['www.auruminternationalmngt.com'],,"['+813-4550-0339', 'Fax: +813-6701-2463']",,,,,2019-08-23,[],[]
89,Unlicensed (Legacy),Ausante LLC,['7702 East Doubletree Ranch Road Ste. 300 Scottsdale AZ 85260 USA'],['www.ausante.com'],,,,,,,2019-08-23,[],[]
90,Unlicensed (Legacy),Austrian Futures & Options Trading Exchange,,['www.afotex.com'],,,,,,,2019-08-23,[],[]
91,Unlicensed (Legacy),Avesta Capital Advisors LLC,['One Bryant Park 39TH Floor New York  NY 10036 1-212-359-1678'],['www.avestacapitaladvisorsllc.com'],['contact@avestacapitaladvisorsllc.com'],['+1 (312) 276 9598'],,,,,2019-08-23,"[{'otherInformationAccountNames': 'Avesta Management Limited', 'otherInformationAccountNumbers': '00110690380036', 'otherInformationAccountBanks': 'Noor Bank UAE'}]",[]
92,Unlicensed (Legacy),Axe Invest,,['https://axeinvest.com'],['support@axeinvest.com'],"['+44 2080893060', '+41225017515']",,"['Joshua Consulting Ltd', 'Joshua Development Limited']",,,2019-08-23,[],[]
93,Unlicensed (Legacy),Axis Capital Group,['19th Fl. Prudential Center  Kota Kasablanka  Jl  Casablanca Raya Kav 88  Jakarta 12870  Indonesia'],['www.axiscapitalgroup.com'],['info@axiscapital.com'],"['00622129888427', '00442075583866', '002095551214']",,,,,2019-08-23,"[{'otherInformationAccountNames': 'PT Factor Services', 'otherInformationAccountNumbers': '2535000079', 'otherInformationAccountBanks': 'Bank International Indonesia'}]",[]
94,Unlicensed (Legacy),"Axis Corporate Finance Pty Ltd (""Axis Corporate"")",['Level 5 Shinsaibashi Plaza Building Shinkan 3-12-21 Minami-Senba  Chuo-ku  Osaka 542-0081 Japan'],['http://www.axiscf.com/'],['contact-us@axiscf.com'],"['81 3 4520 8929', 'Fax: 81 3 6537 1926']",,,,,2019-08-23,[],[]
95,Unlicensed (Legacy),B. O. Technologies Limited,"[""20th Floor  Central Tower  28 Queen's Road  Central  Hong Kong""]",['https://option.fm'],,"['+852 5808 7221 (Hong Kong)', '+44-2070973264 (United Kingdom)', '+61-280385014 (Australia)']",,['Option Financial Markets (OptionFM)'],,,2019-08-23,"[{'otherInformationAccountNames': 'B.O. Technologies Limited', 'otherInformationAccountNumbers': '1521628561', 'otherInformationAccountBanks': 'Unicredit Bulbank'}]",[]
96,Unlicensed (Legacy),Banc 54 Limited,['Two Exchange Square  8 Connaught Place  Central  Hong Kong'],['http://b54.com'],,['+852-300-85692'],"NB: Entity claims to be trading as 'Banc 54' and to be ""owned and operated"" by B54 Technologies Limited.",,,,2019-08-23,[],[]
97,Unlicensed (Legacy),Banc De Binary Ltd / BDB Services Ltd,['Victoria Corporate Suite  108 Premier Building Albert Street  Victoria  Mahe  Seychelles'],['https://bancdebinary.com'],['info@bbinary.com'],['4420 7099 2097'],Contact Persons: Mr David Cooper  Mr Jonathan Reed  Mr Henry Collins   Mr Eric Baker  Mr Dean Way  Mr Edward West,,,2015-04-15,2021-12-21,"[{'otherInformationAccountNames': 'Beneficiary name: Banc De Binary Ltd', 'otherInformationAccountNumbers': 'CY09008001700000000000845518', 'otherInformationAccountBanks': 'Piraeus Bank Cyprus Limited'}, {'otherInformationAccountNames': 'Banc De Binary', 'otherInformationAccountNumbers': '10301698Q', 'otherInformationAccountBanks': 'Piraeus Bank Cyprus Limited'}, {'otherInformationAccountNames': 'Beneficiary name: Banc De Binary Ltd', 'otherInformationAccountNumbers': 'CY53008001700000000000845502', 'otherInformationAccountBanks': 'Piraeus Bank Cyprus Limited'}, {'otherInformationAccountNames': 'Beneficiary name: BDB Services Ltd', 'otherInformationAccountNumbers': 'BG20TBIB93101114975402', 'otherInformationAccountBanks': 'West East Bank'}, {'otherInformationAccountNames': 'Beneficiary name: BDB Services Limited', 'otherInformationAccountNumbers': 'BG82TBIB93101414975401', 'otherInformationAccountBanks': 'West East Bank'}, {'otherInformationAccountNames': 'Beneficiary name: Banc De Binary Ltd', 'otherInformationAccountNumbers': 'CH1704835134062692001', 'otherInformationAccountBanks': 'Credit Suisse'}, {'otherInformationAccountNames': 'Beneficiary name: Banc De Binary Ltd', 'otherInformationAccountNumbers': 'CY60008001700000000000963425', 'otherInformationAccountBanks': 'Piraeus Bank Cyprus Limited'}, {'otherInformationAccountNames': 'Beneficiary name: Banc De Binary', 'otherInformationAccountNumbers': 'CY72008001700000000000858449', 'otherInformationAccountBanks': 'Piraeus Bank Cyprus Limited'}, {'otherInformationAccountNames': 'Beneficiary name: Banc De Binary Ltd', 'otherInformationAccountNumbers': 'DE72512308000000058397', 'otherInformationAccountBanks': 'Wirecard Bank AG'}, {'otherInformationAccountNames': 'BDB Services Limited', 'otherInformationAccountNumbers': '93101114975402', 'otherInformationAccountBanks': 'TBI BANK EAD'}]",[]
98,Unlicensed (Legacy),BankDirect FX,['Rue des Colonies 11 1000 Brussels Belgium'],['https://www.bdfx.com/'],['accounts@bdfx.com'],"['+32 280.888.91', 'Australia: 1800 983 145']",,,,,2019-08-23,[],[]
99,Unlicensed (Legacy),Barrington Capital Ventures Ltd,['Unit 2302-A & B West Tower  The Philippines Stock Exchange Centre  Exchange Road  Ortigas Centre  Pasig City 1600  Metro Manila  Philippines'],,,"['(632) 636-8810', 'Facsimile: (632) 636-8397']",,,,,2019-08-23,[],[]
100,Unlicensed (Legacy),Barrington Consultants Inc,['Unit 2302-A & B West Tower  The Philippines Stock Exchange Centre  Exchange Road  Ortigas Centre  Pasig City 1600  Metro Manila  Philippines'],,,"['(632) 636-8810', 'Facsimile: (632) 636-8397']",Subsidiary of Barrington Capital Ventures Ltd,,,,2019-08-23,[],[]
101,Unlicensed (Legacy),Bauer Global Finanz,['Weserstrasse 23 / 67 60329 Frankfurt am Main Germany'],['http://bauerglobalfinanz.com'],,['Fax: +4969975392354'],,,,,2019-08-23,[],[]
102,Unlicensed (Legacy),Baxter Financial Group,"['24  1040 Avenue of the Americans New York 10018 USA', '/918 1497 and 275 Madison Ave. 6th Floor. New York  NY 10016']",['www.baxterfinance.com'],,"['1 212 401 2982', 'Fax: 1 212 730 7663', '1 212 918 1498', 'Fax: 1 212 918 1497']",,,,,2019-08-23,[],[]
103,Unlicensed (Legacy),Baycorp International,['9 Bei San Huan Dong Lu Chao Yang District Beijing 100029'],,,"['86 20627 39105', 'Fax: 86 20627 39104']",,,,,2019-08-23,[],[]
104,Unlicensed (Legacy),BBB Markets also known as OB Capital Limited,['Trust Company complex Ajeltake Road  Ajeltake Island  Majuro  Marshall Islands MH96960 ID: 77582'],['www.bbbmarkets.com'],"['support@bbbmarkets.com', 'compliance@bbbmarkets.com']",,,,,,2019-08-23,[],[]
105,Unlicensed (Legacy),Beacon Commodities and Futures Exchange (BCFX),['International Building Kingsway  London WC28 6ST UK'],['www.bcfx.org'],['info@bcfx.org'],['Fax: +442080825205'],,,,,2019-08-23,"[{'otherInformationAccountNames': 'Fusephase Ltd', 'otherInformationAccountNumbers': '787-531250-883', 'otherInformationAccountBanks': 'HANG SENG BANK HK'}]",[]
106,Unlicensed (Legacy),Beacon Global Management Inc.,['Tower Executive #10940 Wilshire Blvd. Suite 1500 Los Angeles  CA 90024 United States'],['www.beaconglobal.us'],,,,,,,2019-08-23,[],[]
107,Unlicensed (Legacy),Beacon Hill Regulatory Trade Commission  The,['92A W Cedar Street  Boston MA 02114'],"['http://bhrtc.org', 'http://www.bhrtcom.org']",['info@bhrtc.com'],['(617) 307-9136'],,,,,2019-08-23,[],[]
108,Unlicensed (Legacy),Beeoptions,,['www.beeoptions.com'],['support@beeoptions.com'],"['1-888-228-5923', '03 8820 5901']",,,,,2019-08-23,"[{'otherInformationAccountNames': 'Knyas Holdings Ltd', 'otherInformationAccountNumbers': '104009994306840', 'otherInformationAccountBanks': 'Loyal Bank Limited'}]",[]
109,Unlicensed (Legacy),Beijing Capital Trading,['NCI Tower  No. 12 A Jianguomenwai Ave Chaoyang District Beijing 100022 Peoples Republic of China'],['www.beijingcapitaltrading.com'],['info@beijingcapitaltrading.com'],"['+10 222 700 800 (China)', '+852 5491 2687 (Hong Kong)']",,,,,2019-08-23,[],[]
110,Unlicensed (Legacy),Beijing International Research,['3/F  Building B  E-Wing Center 113 Zhichun Road  Haidian District Beijing 100086  China'],['www.beijinginternationalresearch.com'],,"['+86-1064108427 ', 'fax +86-1064108428']",,,,,2019-08-23,[],[]
111,Unlicensed (Legacy),Belgium Commodities & Futures Exchange,,['www.bcfex.com (no longer works)'],,,,,,,2019-08-23,[],[]
112,Unlicensed (Legacy),Bell International Asset Management,['12020 Shamrock Plaza Omaha Nebraska 68154-3537 USA'],['www.bellinternationalam.com'],,"['1 (402) 408 6559 ', 'fax 1 (402) 408 6635']",,,,,2019-08-23,[],[]
113,Unlicensed (Legacy),Belleminghum Schweiz Commodities,['Rue du Rhone CH- 1024 Geneva 1204'],['www.belleminghumshweiz.com'],,['44225948293'],,,,,2019-08-23,[],[]
114,Unlicensed (Legacy),Belmont Capital Holdings New York/ Belmont Capital NY,['Hong Kong Office Unit E 27/F CNT Tower 338 Hennessy Road Wanchai Hong Kong'],['www.belmontcapitalholdings.com'],['info@belmontcapitalholdings.com'],"['+1(646) 527-8837', 'Fax: +1(646) 365-3450', '+63 91777 11177', '+639178088883', '+(852) 8179-9385', 'Fax: +(852) 3015-2872']",,,,,2019-08-23,[],[]
115,Unlicensed (Legacy),Bench Group  The,['770 Lexington Ave New York'],['www.benchgroup.biz'],,"['1509 692 5988', 'Fax 1267 482 2253']",,,,,2019-08-23,[],[]
116,Unlicensed (Legacy),Benson Dupont International,"['Level 23  CP Tower 313 Silom Road Bangkok 10500  Thailand', 'Other offices or mail addresses in Hong Kong  Japan  United Arab Emirates  Panama  France and Switzerland.']",,,,,,,,2019-08-23,[],[]
117,Unlicensed (Legacy),Benson Futures Ltd,['165 Pitt St Sydney NSW 2000'],['www.bensonfutures.com'],,"['02 8014 7990', 'Fax 02 8088 6087']",,,,,2019-08-23,[],[]
118,Unlicensed (Legacy),Benson Walter Private Equity,['6 Crutched Friars London Ec3N 2Ph'],['bensonwalterpe.co.uk'],['max.holcim@bensonwalterpe.co.uk'],['+44 203 519 3402'],,,,,2019-08-23,[],[]
119,Unlicensed (Legacy),Berchmans Lee Company Inc,"['1410 Herrera Tower Herrera St Makati City 1227 Philippines', 'Other offices or mail addresses in Singapore  The Bahamas and USA.']",,,,,,,,2019-08-23,[],[]
120,Unlicensed (Legacy),Bergues Invest,['27 Quai de Bergues 1201 Geneva Switzerland'],,['contact@burguesinvest.com'],['41 225 330 930'],,,,,2019-08-23,[],[]
121,Unlicensed (Legacy),Berkeley Samson International,"['23rd Floor  M Thai Tower All Seasons Place 87 Wireless Rd Bangkok  Thailand', 'HSBC Tower Level 21 101 Yincheng East Road  Pudong  Shanghai 200120 China', 'Other offices or mail addresses in HK  Singapore and Malaysia.']",,,"['8621 2890 3119', 'Fax: 8621 2890 3131']",,,,,2019-08-23,[],[]
122,Unlicensed (Legacy),Berkley Sinclair Partners and Associates,['2899 Century Pky NE Atlanta  GE 30345 United States'],['www.berkleysinclair.com'],['info@berklysinclair.com'],"['678 846 0604', 'Fax: 678 846 0605']",,,,,2019-08-23,[],[]
123,Unlicensed (Legacy),Berline Overseas Corporation,['282 New York Avenue Huntington New York 11743 USA'],,,"['(1) 631 427 5257', 'Fax: (1) 631 673 5926']",,,,,2019-08-23,[],[]
124,Unlicensed (Legacy),Bernstein & Zeiglier,['10 Anson Road #18-18 International Plaza Singapore 079903'],,,"['(65) 6223 3474', 'Fax: (65) 6227 5729']",,,,,2019-08-23,[],[]
125,Unlicensed (Legacy),Binary Uno,['Smart Choice Zone Lp 272 Bath Street G2 4Jr Scotland'],['www.binaryuno.com'],['support@binaryuno.com'],['+44 203 868 533'],,,,,2019-08-23,[],[]
126,Unlicensed (Legacy),Birchtree Financial Services,['4400 Blue Parkway Kansas City Missouri  64130 USA'],['www.birchtreefinancial.com'],,"['(1) 816 448 376', 'Fax: (1) 816 448 3101']",Note: this company is not connected and should not be confused with the legitimate firm Birchtree Financial Services  Inc of 3600 American Blvd. W. 3rd Floor  Bloomington  MN  USA  which is a registered broker in the USA (CRD No. 15014).,,,,2019-08-23,[],[]
127,Unlicensed (Legacy),Blaine & Thompson S.A,['Edificio Topacio Azul Numero 217 Nivel 2 2a Avenida 13  Calle 2-60  Zona 10 Guatemala  C.A.'],['www.blaine-thompson.com'],,"['(502) 332 8859/8860', 'Fax: (502) 332 8863/363 0378']",,,,,2019-08-23,[],[]
128,Unlicensed (Legacy),Blane & Blanchett Inc,['Level 31  Six Battery Road Raffles Place Singapore 04990'],,,"['65 6 322 0832', 'Fax: 65 6 322 0808']",,,,,2019-08-23,[],[]
129,Unlicensed (Legacy),Bloombex Options,['3rd floor C & H Towers Corner of Great Marlborough and Great George Streets  Roseau  Commonwealth of Dominica'],['http://bloombex-options.com'],,,,['Bloombex Ltd'],,,2019-08-23,[],[]
130,Unlicensed (Legacy),Blossom Hill Investments,,,,,,['Stonewell Finance'],,,2019-08-23,[],[]
131,Unlicensed (Legacy),Blue Sky Solutions Inc.,['07-24 Nihonbashi Kabutocho Chu Ku Japan'],,['ma@blueskysolutionsinc.com'],"['813 5288 6365', '813 4496 4896']",Note: this company is not connected to and should not be confused with the registered Australian company Blue Sky Solutions Pty Limited ACN 143 287 656,,,2011-08-23,2021-12-14,[],[]
132,Unlicensed (Legacy),Bluefield Partners,"['Head office: 6401/6405 KK100 Building 5016  5016 Shennan E Rd  Luohu  Shenzhen  Guangdong  China', ""Hong Kong office: Unit 4 and 5 7/F  Cheung Kong Center  2 Queen's Road Central  Hong Kong""]",['http://bluefieldpartners.com/'],['inquiry@bluefieldpartners.com'],['+852 58084132'],,,,,2019-08-23,"[{'otherInformationAccountNames': 'BDK Ltd', 'otherInformationAccountNumbers': '744183797901', 'otherInformationAccountBanks': 'China Citic Bank International Ltd'}, {'otherInformationAccountNames': 'RPF Ltd', 'otherInformationAccountNumbers': '744107065101', 'otherInformationAccountBanks': 'Citic KA Wah Bank Ltd'}, {'otherInformationAccountNames': 'EWC International Ltd', 'otherInformationAccountNumbers': '0332276076002', 'otherInformationAccountBanks': 'National Bank of Ras Al-Khaimah'}]",[]
133,Unlicensed (Legacy),BNP Forex Limited,['Unit 04 7/F Bright Way Tower No.33 Mong Kok Road KL'],['www.bnpforex.com'],"['info@bnpforex.com ', 'regedit@bnpforex.com']",['+852 27636555'],,,,,2019-08-23,[],[]
134,Unlicensed (Legacy),Board of Securities Trading Commission,['1 Post Sq St Boston Massachusetts 02109'],['www.bstcomm.org'],,,,['BSTC'],,,2019-08-23,[],[]
135,Unlicensed (Legacy),Boss Capital,['Cavell House Stannard Place Crispins Rd  Norwich  NR3 1YE  UK'],['www.bosscapital.com'],,,,['Cheshire Capital Ltd'],,,2019-08-23,[],[]
136,Unlicensed (Legacy),Boston Global Finance Inc,['Paragon Towers 233 Needham Suite 300 Newton MA 02464 USA'],['www.bostonglobalfinance.com'],,"['1 617 831 1650', 'Fax: 1 617 831 1659']",,,,,2019-08-23,[],[]
137,Unlicensed (Legacy),Boston Mergers and Acquisitions Board,['239 Causeway St 2nd Floor  Suite 203-206  Boston MA 02114'],['http://bostonmboard.com/developments.php'],,,,,,,2019-08-23,[],[]
138,Unlicensed (Legacy),Bosum Limited,['Flat/Rm 1708 Nang Fung Tower 173 Des Voeux Road Central Sheung Wan Hong Kong'],,,,,,,,2019-08-23,[],[]
139,Unlicensed (Legacy),Bradford-Kempner Investments Ltd,"['Unit 1512 15th Floor Q-House Asoke Building 66 Sukhumvit 21 Road  Klongtoey Nua  Wattana Bangkok  10110  Thailand', 'Atrium  Stravinskylaan 305  1077 ZX  Amsterdam  The Netherlands', 'Unit 8111 Medical Plaza  Amorsolo coner dela Rosa Streets  Legaspi Village  Makati City  Philippines']",,,"['(662) 264-2592 / 2593', 'Facsimile: (662) 264-2594 / 2146', '(632) 8101366']",Reportedly taken over by Crawford Peale  Inc,,,,2019-08-23,[],[]
